MAL_ID,Name,English name
587,Hanbun no Tsuki ga Noboru Sora,Looking Up At The Half-Moon
588,Itsudatte My Santa!,Itsudatte My Santa!
589,Ginga Nagareboshi Gin,Unknown
590,Kage kara Mamoru!,Guardian Ninja Mamoru
591,Amaenaide yo!!,Ah My Buddha
592,PopoloCrois,Unknown
593,Mugen no Ryvius,Infinite Ryvius
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto:The Lost Story - Mission:Protect the Waterfall Village
595,X OVA,X:An Omen
596,Chobits: Chibits,Chobits:Chibits - Sumomo and Kotoko Deliver
597,Neko no Ongaeshi,The Cat Returns
598,Jinzou Ningen Kikaider The Animation,Android Kikaider
599,Yuugen Kaisha,Phantom Quest Corp.
600,Legend of Duo,Unknown
601,Nekojiru-sou,Cat Soup
602,KO Seiki Beast Sanjuushi,KO Century Beast Warriors
603,Futari wa Precure,Pretty Cure
604,Mahou no Stage Fancy Lala,Magical Stage Fancy Lala
605,Tenshi ni Narumon!,I'm Gonna Be an Angel!
606,Kazemakase Tsukikage Ran,Carried by the Wind:Tsukikage Ran
607,Otogi Juushi Akazukin,Fairy Musketeers
608,Sakura Taisen: Katsudou Shashin,Sakura Wars:The Movie
609,Saishuu Heiki Kanojo: Another Love Song,Saikano:Another Love Song
610,Popotan,Unknown
611,Platonic Chain,Unknown
612,PetoPeto-san,Unknown
613,Onmyou Taisenki,Unknown
614,Okusama wa Mahou Shoujo,Madam is a Magical Girl
615,Nurse Witch Komugi-chan Magikarte,Unknown
616,Nurse Angel Ririka SOS,Unknown
617,Juubee Ninpuuchou,Ninja Scroll
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,Ninja Scroll:The Series
619,Ninja Ryuukenden,Unknown
620,Takahashi Rumiko Gekijou Ningyo no Mori,Mermaid Forest
621,Night Walker: Mayonaka no Tantei,Nightwalker:The Midnight Detective
622,Natsu-iro no Sunadokei,Sandglass of Summer Colors
623,Shichinin no Nana,Unknown
624,Mouse,Unknown
625,Moekan The Animation,Unknown
626,Mamotte Shugogetten!,"Protect Me, Heavenly Moon Guardian!"
627,Major S1,Unknown
629,Mahoutsukai Tai!,Magic User's Club OVA
630,Mahoutsukai Tai! (TV),Magic User's Club
631,Mahoromatic Summer Special,Unknown
632,Mahoromatic End Year Special,Unknown
633,Legend of Basara,Unknown
634,Koi Kaze,Unknown
635,Juubee-chan: Lovely Gantai no Himitsu,Jubei-chan the Ninja Girl:Secret of the Lovely Eyepatch
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Jubei-chan 2:The Counterattack of Siberia Yagyu
637,Iketeru Futari,Unknown
641,Ichigo 100% Special 2,Strawberry 100%
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,Unknown
644,Hachimitsu to Clover Specials,Honey and Clover Specials
645,Hikaru no Go: Hokuto Hai e no Michi,Unknown
646,Haunted Junction,Unknown
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,Unknown
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,Unknown
649,Hanaukyou Maid-tai: La Verite,Hanaukyo Maid Team:La Verite
650,Gunsmith Cats,Gunsmith Cats
651,Green Green Thirteen: Erolutions,Unknown
652,Galaxy Angel Z,Unknown
653,Galaxy Angel 3,Unknown
654,Galaxy Angel 3 Specials,Unknown
655,Galaxy Angel 4,Unknown
656,Air in Summer,Air in Summer
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Unknown
659,Azumanga Daioh: Gekijou Tanpen,Unknown
660,Denshin Mamotte Shugogetten,Unknown
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,Unknown
664,Fullmetal Alchemist: Reflections,Unknown
665,JoJo no Kimyou na Bouken: Adventure,JoJo's Bizarre Adventure
666,JoJo no Kimyou na Bouken,JoJo's Bizarre Adventure
667,Kashimashi: Girl Meets Girl,Girl Meets Girl
668,Koi Koi 7,Koi Koi Seven
669,Kujibiki Unbalance,Unknown
670,Lamune,Unknown
671,Lemon Angel Project,Unknown
673,Mai-HiME Specials,My-Hime Specials
675,One: Kagayaku Kisetsu e,Unknown
676,Refrain Blue,Refrain Blue
677,Sentimental Journey,Unknown
678,Shadow Skill: Eigi,Unknown
679,Shadow Skill (1996),Shadow Skill:The Movie
681,Tenbatsu Angel Rabbie☆,Unknown
682,Otogi Story Tenshi no Shippo,Angel Tales
683,Otogi Story Tenshi no Shippo Specials,Angel Tales
684,Tenshi no Shippo Chu!,Unknown
685,To Heart: Remember My Memories,Unknown
686,To Heart: Remember My Memories Specials,Unknown
687,Tokyo Mew Mew,Mew Mew Power
688,Uta∽Kata,Utakata
689,Uta∽Kata: Shotou no Futanatsu,Unknown
690,Kyuuketsuhime Miyu (TV),Vampire Princess Miyu
691,Yawara!,Unknown
692,Dousou Kai,Yesterday Once More
693,Burn Up Scramble,Unknown
694,Canvas 2: Niji-iro no Sketch,Canvas 2:Rainbow Colored Sketch
695,Canvas: Sepia-iro no Motif,Unknown
696,Tenchi Muyou!,Unknown
704,Kanon Kazahana,Unknown
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,Unknown
706,Comic Party Revolution,Unknown
707,Comic Party Specials,Unknown
708,Patapata Hikousen no Bouken,Unknown
709,Mujin Wakusei Survive,Unknown
710,Rec,Unknown
711,Uchuu Senkan Yamato (Movie),Space Battleship Yamato
712,Zoids Genesis,Zoids Genesis
713,Air Movie,Air:The Motion Picture
714,High School! Kimengumi,Funny Faces in High School
715,Yume de Aetara,If I See You in My Dreams
718,Yume de Aetara (TV),If I See You in My Dreams
719,Ai no Kusabi,Ai no Kusabi
721,Princess Tutu,Princess Tutu
722,Baby☆Love,Unknown
723,Candy Candy (Movie),Unknown
724,Enzai,Unknown
725,First Kiss Monogatari,First Kiss Story
727,Kingyo Chuuihou!,Goldfish Warning!
729,Hiatari Ryoukou!,Sunny Ryoko
730,Houkago no Shokuinshitsu,After School in the Lounge
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Unknown
732,Vampire Hunter D,Vampire Hunter D
733,Kizuna,Unknown
734,Kizuna: Koi no kara Sawagi,Kizuna:Much Ado About Nothing
736,Keiraku no Houteishiki Level-C,Level-C
738,MÄR,Unknown
740,Bishoujo Senshi Sailor Moon R,Sailor Moon R
741,Sensitive Pornograph,Unknown
743,Umi ga Kikoeru,The Ocean Waves
744,Trouble Chocolate,Unknown
746,Papa to Kiss in the Dark,Papa to Kiss in the Dark
747,Haru wo Daite Ita,Embracing Love
748,True Love Story,"True Love Story Summer Days, and yet..."
749,Nanami-chan,Unknown
750,Binchou-tan,Unknown
751,Bomberman Jetters,Unknown
752,Osakana wa Ami no Naka,Fish in the Trap
753,Chijoku Shinsatsushitsu,Doctor Shameless
754,Yuki no Joou (TV),The Snow Queen
755,Boku no Sexual Harassment,My Sexual Harassment
756,School Days ONA,Unknown
757,Kaze wo Mita Shounen,The Boy Who Saw the Wind
758,RahXephon: Tagen Hensoukyoku,RahXephon:Pluralitas Concentio
759,Tokyo Godfathers,Tokyo Godfathers
760,Tenjou Tenge: The Past Chapter,TenjhoTenge:The Past Chapter
761,Naruto: Akaki Yotsuba no Clover wo Sagase,Naruto:Find the Crimson Four-leaf Clover!
762,Bleach: Memories in the Rain,Bleach:Memories in the Rain
763,Zoids,Zoids
764,Zoids Shinseiki/Zero,Zoids:New Century
765,Chou Henshin Cosprayers Specials,Unknown
766,Kishin Houkou Demonbane,Unknown
767,Burn Up!,Unknown
769,Burn Up! W,Unknown
770,Pale Cocoon,Unknown
771,Ginyuu Mokushiroku Meine Liebe Wieder,Unknown
773,Tenamonya Voyagers,Unknown
776,Nanaka 6/17,Unknown
777,Hellsing Ultimate,Hellsing Ultimate
779,Detective Conan Movie 01: The Timed Skyscraper,Case Closed The Movie:The Time Bombed Skyscraper
780,Detective Conan Movie 02: The Fourteenth Target,Case Closed:The Fourteenth Target
781,Detective Conan Movie 03: The Last Wizard of the Century,Case Closed Movie 3:The Last Wizard of the Century
782,Gasaraki,Gasaraki
783,Miami Guns,Unknown
785,Otaku no Video,Unknown
786,Pugyuru,Unknown
788,Eiken: Eikenbu yori Ai wo Komete,Eiken
789,Shinigami no Ballad.,"Momo, Girl God of Death"
790,Ergo Proxy,Ergo Proxy
791,Arion,Arion
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,Ranma ½:Nihao My Concubine
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,xxxHOLiC The Movie:A Midsummer Night's Dream
795,Oniisama e...,"Brother, Dear Brother"
796,Mahoujin Guru Guru Movie,Magical Circle Guru Guru Movie
797,Hanaukyou Maid-tai OVA,Unknown
798,Yomigaeru Sora: Rescue Wings,Unknown
799,Kokoro Toshokan,Unknown
800,NieA Under 7,Unknown
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell:Stand Alone Complex 2nd GIG
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Tsubasa RESERVoir CHRoNiCLE The Movie:The Princess in the Birdcage Kingdom
808,Bakuretsu Hunters OVA,Sorcerer Hunters
810,Android Ana Maico 2010,Android Announcer Maico 2010
811,I''s Pure,I''s Pure
812,Chikyuu Shoujo Arjuna,Arjuna
813,Dragon Ball Z,Dragon Ball Z
814,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Prince of Tennis:Atobe Kara no Okurimono
815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,"The Prince of Tennis:The Two Samurai, The First Game"
816,Nanako Kaitai Shinsho,Amazing Nurse Nanako
817,Tactical Roar,Unknown
818,Sakura Tsuushin,Sakura Diaries
819,Boku wa Imouto ni Koi wo Suru,Unknown
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes
821,Initial D Battle Stage,Unknown
822,Initial D Extra Stage,Unknown
823,Virgin Night,Unknown
824,Guardian Hearts,Unknown
825,King of Fighters: Another Day,Unknown
827,Uba,Milk Money
828,Jinshin Yuugi,Love Lessons
830,Sexfriend,Sexfriend
831,Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar
832,Ginsoukikou Ordian,Unknown
833,Choujuushin Gravion,Super Heavy God Gravion
834,Bleach: The Sealed Sword Frenzy,Unknown
835,Sister Princess: Re Pure,Unknown
836,Sister Princess,Unknown
837,Kyou no 5 no 2,Today in Class 5-2
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shadow Star Narutaru
839,Samurai Spirits 2: Asura Zanmaden,Samurai Spirits 2
840,Narue no Sekai,The World of Narue
841,Colorful,Colorful
842,Ushio to Tora,Ushio and Tora
844,Konjiki no Gash Bell!!: 101 Banme no Mamono,Gash Bell The 1st Movie:Unlisted Demon
845,Kiba,Kiba
846,School Rumble Ni Gakki,School Rumble 2nd Semester
848,Jinki:Extend - Sorekara,Jinki:Extend
849,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya
850,Gakuen Heaven,Gakuen Heaven
851,Kyou kara Ore wa!!,Unknown
852,Gokinjo Monogatari,Neighborhood Stories
853,Ouran Koukou Host Club,Ouran High School Host Club
854,Soul Link,Unknown
855,Strawberry Panic,Strawberry Panic
856,Utawarerumono,Utawarerumono
857,Air Gear,Air Gear
858,Gunparade Orchestra,Gunparade Orchestra
859,Digimon Savers,Digimon Data Squad
860,Makai Senki Disgaea,Disgaea
861,xxxHOLiC,xxxHOLiC
863,Joshikousei: Girl's High,High School Girls
864,Mobile Suit Gundam SEED MSV Astray,Mobile Suit Gundam SEED MSV Astray
865,Kikou Senki Dragonar,Metal Armor Dragonar
866,Slayers Premium,Unknown
867,Slayers Gorgeous,Unknown
868,Slayers Great,Slayers Movie 3
869,Slayers Return,Slayers Movie 2
870,Dragon Half,Unknown
872,Mahou Shoujo-tai Arusu,Tweeny Witches
873,.hack//Roots,.hack//roots
874,Digimon Tamers,Digimon Tamers
875,Mind Game,Unknown
876,Street Fighter II V,Street Fighter II:The Animated Series
877,Nana,Nana
878,Zegapain,Zegapain
879,Simoun,Unknown
880,Aa! Megami-sama!: Sorezore no Tsubasa,Ah! My Goddess:Flights of Fancy
881,Green Green OVA,Unknown
882,Yuu☆Yuu☆Hakusho (Movie),Yu Yu Hakusho:The Movie
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Yu Yu Hakusho the Movie:Poltergeist Report
884,Shin Angyo Onshi,Blade of the Phantom Master
885,Tenshi no Tamago,Angel's Egg
886,Amaenaide yo!! Katsu!!,Ah My Buddha Katsu
887,Megami Kouhosei Special Curriculum,Unknown
888,Megami Kouhosei,Unknown
889,Black Lagoon,Black Lagoon
890,Yuusha-Ou GaoGaiGar,King of Braves GaoGaiGar
891,Dragon Ball Movie 2: Majinjou no Nemurihime,Dragon Ball:Sleeping Princess in Devil's Castle
892,Dragon Ball Movie 3: Makafushigi Daibouken,Dragon Ball:Mystical Adventure
893,Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball:The Path to Power
894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Dragon Ball Z:Dead Zone
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,Dragon Ball Z:The World's Strongest
896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,Dragon Ball Z:The Tree of Might
897,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Dragon Ball Z:Lord Slug
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Dragon Ball Z:Cooler's Revenge
899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Dragon Ball Z:The Return of Cooler
900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Dragon Ball Z:Super Android 13!
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Dragon Ball Z:Broly – The Legendary Super Saiyan
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Dragon Ball Z:Bojack Unbound
903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Dragon Ball Z:Broly – Second Coming
904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z:Bio-Broly
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Dragon Ball Z:Fusion Reborn
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Dragon Ball Z:Wrath of the Dragon
907,Princess Princess,Princess Princess
908,Fullmetal Alchemist: Premium Collection,Fullmetal Alchemist:Premium OVA Collection
909,Geneshaft,Unknown
910,Himawari!,Himawari!
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,Zatch Bell Movie 2
912,Ninkuu,Unknown
913,Kakutou Bijin Wulong,Fighting Beauty Wulong
914,Ike! Ina-chuu Takkyuubu,The Ping-Pong Club
915,Ginga Densetsu Weed,Unknown
916,Tokkou,Tokko
917,Riding Bean,Unknown
918,Gintama,Gintama
919,Ray The Animation,Ray The Animation
920,Nurse Witch Komugi-chan Magikarte Special,Unknown
921,Nurse Witch Komugi-chan Magikarte Z,Unknown
924,Transformers: Choujin Master Force,Transformers Super-God Masterforce
925,Transformers: The☆Headmasters,Transformers The Headmasters
926,Tatakae! Chou Robot Seimeitai Transformers Victory,Transformers Victory
927,Transformers Superlink,Transformers Energon
928,Transformers Galaxy Force,Transformers Cybertron
929,Seisenshi Dunbine,Aura Battler Dunbine
930,Densetsu Kyojin Ideon,Space Runaway Ideon
932,Ichigeki Sacchuu!! Hoihoi-san,Unknown
933,Dai Mahou Touge,Magical Witch Punie-Chan
934,Higurashi no Naku Koro ni,When They Cry
935,Witchblade,Witchblade
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Naruto the Movie 2:Legend of the Stone of Gelel
937,Appleseed,Unknown
938,Shin Getter Robo tai Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo
940,Inukami!,Unknown
941,Renkin San-kyuu Magical? Pokaan,Unknown
942,Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West
943,Yume Tsukai,Unknown
944,The Third: Aoi Hitomi no Shoujo,Unknown
949,Top wo Nerae! Gunbuster,Gunbuster
950,Street Fighter Alpha: Generations,Street Fighter Alpha:Generations
951,Chibi Maruko-chan,Unknown
952,Magical Nyan Nyan Taruto,Magical Meow Meow Taruto
953,Jyu Oh Sei,Jyu-Oh-Sei:Planet of the Beast King
956,Daikuu Maryuu Gaiking,Dino Mech Gaiking
957,Saiunkoku Monogatari,The Story of Saiunkoku
958,HeatGuy J,HeatGuy J
959,Shin Chou Kyou Ryo: Condor Hero,The Legend of Condor Hero
960,Shin Chou Kyou Ryo: Condor Hero II,Legend of the Condor Hero II
961,Virtua Fighter,Unknown
962,Aria the Natural,Aria the Natural
963,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",Love Hina:Motoko's Choice Between Love or Swords:Don't cry!
964,Hit wo Nerae!,Unknown
965,Yoshinaga-sanchi no Gargoyle,Gargoyle of Yoshinaga House
966,Crayon Shin-chan,Shin Chan
967,Hokuto no Ken,Fist of the North Star
968,Kakutou Bijin Wulong: Rebirth,Fighting Beauty Wulong Rebirth
969,Tsubasa Chronicle 2nd Season,Tsubasa RESERVoir CHRoNiCLE Season Two
970,Yokoyama Mitsuteru Sangokushi,Unknown
971,Astro Boy: Tetsuwan Atom,Astro Boy (2003)
972,Bible Black Gaiden,Bible Black Origins
973,Glass no Kantai: La Legende du Vent de l'Univers,Glass Fleet:The Legend of the Wind of the Universe
974,Dead Leaves,Dead Leaves
975,Yokohama Kaidashi Kikou,Unknown
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,Unknown
977,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,The Legend of the Blue Wolves
978,Change!! Getter Robo: Sekai Saigo no Hi,Getter Robo:Armageddon
979,Street Fighter Zero The Animation,Street Fighter Alpha:The Movie
980,Rikujou Bouei-tai Mao-chan,Ground Defense Force! Mao-chan
981,Ichigo 100% OVA,Ichigo 100% Original DVD Animation
982,Cosplay Complex,Unknown
983,Cosplay Complex: Extra Identification,Unknown
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Unknown
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Dragon Ball Z Special 2:The History of Trunks
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Dragon Ball Z Special 1:Bardock, The Father of Goku"
987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,Dragon Ball GT:A Hero's Legacy
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,Unknown
989,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,Unknown
990,Kamisama Kazoku,Unknown
991,Usagi-chan de Cue!!,Unknown
992,Dual! Parallel Lun-Lun Monogatari,Dual! Parallel Trouble Adventure
993,Dual! Parallel Runrun Monogatari Special;,Unknown
994,Sin in the Rain,Unknown
995,Tennis no Ouji-sama: Zenkoku Taikai-hen,Prince of Tennis:National Championship Chapter
996,Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars
997,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,Sailor Moon S Movie:Hearts in Ice
998,Blue Seed,Blue Seed
999,Blue Seed 2,Blue Seed Beyond
1000,Uchuu Kaizoku Captain Herlock,Space Pirate Captain Harlock
1001,Tide-Line Blue: Kyoudai,Unknown
1002,Top wo Nerae 2! Diebuster,Gunbuster 2
1003,Aa! Megami-sama! (TV) Specials,Unknown
1004,Kanojo to Kanojo no Neko,She and Her Cat:Their Standing Points
1005,Star Ocean EX,Star Ocean EX
1006,Tenchi Muyou! in Love,Tenchi Muyo! In Love
1007,Ranma ½ OVA,Ranma ½ OVA
1008,Ranma ½: Yomigaeru Kioku,Unknown
1009,Battle Spirits: Ryuuko no Ken,Art of Fighting
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Ranma ½:Team Ranma vs. The Legendary Phoenix
1011,Ranma ½ Super,Unknown
1012,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,Unknown
1013,Le Chevalier D'Eon,Unknown
1014,Chicchana Yukitsukai Sugar Specials,Sugar:A Little Snow Fairy Summer Special
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Unknown
1016,Gunnm,Battle Angel Alita
1017,Majutsushi Orphen,Orphen
1018,Majutsushi Orphen: Revenge,Orphen 2:Revenge
1019,Honoo no Mirage,Mirage of Blaze
1020,Honoo no Mirage: Minagiwa no Hangyakusha,Mirage of Blaze:Rebels of the River Edge
1021,Kaikan Phrase,Unknown
1022,Generator Gawl,Unknown
1023,Wolf's Rain OVA,Wolf's Rain OVA
1024,Weiß Kreuz OVA,Knight Hunters OVA
1025,Kachou Ouji,Legend of Black Heaven
1026,Yakumotatsu,Eight Clouds Rising
1027,Psychic Force,Unknown
1028,Arete Hime,Princess Arete
1029,Omoide Poroporo,Only Yesterday
1030,Heisei Tanuki Gassen Ponpoko,Pom Poko
1031,Hanare Toride no Yonna,Yonna in the Solitary Fortress
1032,Kumo no You ni Kaze no You ni,"Like the Clouds, Like the Wind"
1033,Sennen Joyuu,Millennium Actress
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,Royal Space Force:The Wings of Honneamise
1035,Patalliro Saiyuuki!,Unknown
1036,Kashou no Tsuki: Aki Kyougen,Unknown
1037,Saint Beast: Seijuu Kourin-hen,Unknown
1038,Mizuiro,Unknown
1039,Mizuiro (2003),Unknown
1040,Mizuiro Jidai,Unknown
1041,Zetsuai 1989,Unknown
1042,Bronze: Zetsuai Since 1989,Unknown
1043,Tokyo Babylon,Unknown
1044,Taiyou no Ouji: Horus no Daibouken,The Little Norse Prince
1045,Elf wo Karu Mono-tachi,Those Who Hunt Elves
1046,Elf wo Karu Mono-tachi II,Those Who Hunt Elves II
1047,On Your Mark,On Your Mark
1048,The SoulTaker: Tamashii-gari,SoulTaker
1049,Cello Hiki no Gauche (1982),Gauche the Cellist
1050,Bobobo-bo Bo-bobo,Bobobo-bo Bo-bobo
1051,Ao no 6-gou,Blue Submarine No. 6
1052,Tokyo Juushouden,Ten Tokyo Warriors
1053,Tokyo Daigaku Monogatari,Unknown
1055,Blame!,Unknown
1056,Good Morning Call,Unknown
1057,Ippatsu Kiki Musume,Unknown
1058,Kidou Shinsengumi Moeyo Ken,Moeyo Ken
1059,Mutant Turtles: Choujin Densetsu-hen,Unknown
1060,Oruchuban Ebichu,Unknown
1062,Nekojiru Gekijou Jirujiru Original,Unknown
1064,Mazinkaiser,Mazinkaiser
1065,Touch,Unknown
1066,Shakugan no Shana-tan,Unknown
1067,Kishin Houkou Demonbane (TV),Unknown
1068,Chou Denji Robo Combattler V,Unknown
1069,Chou Denji Machine Voltes V,Unknown
1070,Love Get Chu,Unknown
1071,Memories Off #5 Togireta Film The Animation,Unknown
1072,Sweat Punch,Sweat Punch
1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,Unknown
1075,Netrun-mon the Movie,Unknown
1076,Wizardry,Unknown
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,Unknown
1079,Armitage III,Armitage III
1080,Sentou Yousei Yukikaze,Yukikaze
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,Unknown
1082,Hikari to Mizu no Daphne,Daphne in the Brilliant Blue
1083,Human Crossing,Human Crossing
1084,I''s,I''s
1085,Interlude,Unknown
1086,Kenran Butou Sai: The Mars Daybreak,Mars Daybreak
1087,Kimagure Orange☆Road,Unknown
1088,Macross,Macross
1089,Macross: Do You Remember Love?,Unknown
1090,Mobile Suit Gundam I,Unknown
1091,Mobile Suit Gundam II: Soldiers of Sorrow,Unknown
1092,Mobile Suit Gundam III: Encounters in Space,Unknown
1093,Oishinbo,Unknown
1094,One Piece: Umi no Heso no Daibouken-hen,Unknown
1095,Kidou Keisatsu Patlabor the Movie,Patlabor:The Movie
1096,Kidou Keisatsu Patlabor 2 the Movie,Mobile Police Patlabor 2:The Movie
1097,Lime-iro Senkitan,Unknown
1098,Samurai Girl Real Bout High School,Samurai Girl Real Bout High School
1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Unknown
1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,Starship Girl Yamamoto Yohko
1101,Tenchi Muyou! Manatsu no Eve,Tenchi the Movie 2:Daughter of Darkness
